ID,Common name,Structure,InCHl key,Other name ,Kingdom(ClassyFire),Superclass(ClassyFire),Class(ClassyFire),Subclass(ClassyFire),Parent Level 1(ClassyFire),smiles,class_results(NPClassifier),superclass_results(NPClassifier),pathway_results(NPClassifier),isglycoside(NPClassifier),LOTUS link,CheMBL link,NPAtlas?,GNPS?,NP-MRD?,NPMRD_id,References,Notes,,,
S00105,2'-o-methylatranorin,O=CC1=C(O)C=C(C(C(=O)OC=2C=C(C(C(=O)OC)=C(OC)C2C)C)=C1O)C,JYNMXZAQJOLHEB-UHFFFAOYSA-N,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,10.1071/ch9891191,,,,
S00106,2'-o-methylpseudocyphellarin A,O=CC=1C(O)=C(C(=O)OC=2C(=C(OC)C(C(=O)OC)=C(C2C)C)C)C(=C(C1O)C)C,IYLZMLGKMBXQEG-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0034071,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9872023,,,,
S00107,pseudocyphellarin B,O=C(OC=1C(=C(O)C(C(=O)OC)=C(C1C)C)C)C=2C(O)=C(C(O)=C(C2C)C)CO,SEYDJFVJGHBZJQ-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0088475,,TRUE,FALSE,FALSE,,10.1016/s0031-9422(00)80346-5,,,,
S00108,wrightiin,O=C(OC1=CC(O)=C(C(=O)OC)C(=C1)C)C2=C(O)C(Cl)=C(OC)C=C2C,GDPPRRCJQDFVMZ-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0059249,,FALSE,FALSE,FALSE,,https://doi.org/10.1515/znb-1986-1221,,,,
S00109,2-o-acetyltenuiorin,O=C(OC=1C=C(O)C(C(=O)OC)=C(C1)C)C=2C(O)=CC(OC(=O)C=3C(OC(=O)C)=CC(OC)=CC3C)=CC2C,BUCICDCMTFJVJR-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0079825,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9761147,,,,
S00110,"2′,2′′-Di-O-methyltenuiorin",O=C(OC=1C=C(OC)C(C(=O)OC=2C=C(OC)C(C(=O)OC)=C(C2)C)=C(C1)C)C=3C(O)=CC(OC)=CC3C,CLEHMTXTAFHJOE-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0211917,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9812005,,,,
S00111,2'-o-methyltenuiorin,O=C(OC=1C=C(OC)C(C(=O)OC=2C=C(O)C(C(=O)OC)=C(C2)C)=C(C1)C)C=3C(O)=CC(OC)=CC3C,KAQZQIDWGNABJT-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0000113,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9812005,,,,
S00112,2′′-O-Methyltenuiorin,O=C(OC=1C=C(O)C(C(=O)OC=2C=C(OC)C(C(=O)OC)=C(C2)C)=C(C1)C)C=3C(O)=CC(OC)=CC3C,AXWRJPJILHTYGR-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0143253,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9812005,,,,
S00113,allorhizin,O=CC1=C(Cl)C(OC)=C(C=2OC(=O)C3=C(OC21)C(=C(O)C(Cl)=C3C)C)C,LQJWIBZWOALGCL-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0071654,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9822325,,,,
S00114,cyclographin,O=CC1=C(O)C(Cl)=C(C=2C(=O)OC3=C(OC12)C(=C(O)C(C(=O)OC)=C3C)C)C,ROQSFVIIHOMWHH-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0105036,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9950635,,,,
S00115,lecideoidin,O=C1OC2=C(Cl)C(O)=C(C(=O)OC)C(=C2OC3=CC(O)=C(Cl)C(=C13)C)C,WHFFTLHZVRQSLW-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0084349,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9791857,,,,
S00116,leoidin,CC1=C2C(=C(C(=C1Cl)O)Cl)OC3=C(C(=C(C(=C3C)C(=O)OC)O)C)OC2=O,RCLFRVZNHRFQGE-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0083395,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1328088/,FALSE,TRUE,FALSE,,https://doi.org/10.1039/P19860001491,,,,
S00117,norgangaleoidin,O=C1OC2=CC(O)=C(C(=O)OC)C(=C2OC3=C(Cl)C(O)=C(Cl)C(=C13)C)C,RZYQLUPPJFXCIZ-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0180414,,FALSE,FALSE,FALSE,,https://doi.org/10.2307/3242090,,,,
S00118,norpannarin,O=CC1=C(O)C(Cl)=C(C=2C(=O)OC3=C(OC12)C(=CC(O)=C3C)C)C,CHULJMFHZUSCAC-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0021524,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9860719,,,,
S00119,3-o-acetylpyxinol,O=C(OC1CCC2(C)C(CCC3(C)C2CC(O)C4C(CCC43C)C5(OC(CC5)C(O)(C)C)C)C1(C)C)C,NHBJTOHJGLCSIU-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0178374,,FALSE,FALSE,FALSE,,https://doi.org/10.1248/cpb.20.502,,,,
S00120,"Fern-9(11)-ene-3β,12β-diol ",OC1C=C2C(CCC3C2(C)CCC(O)C3(C)C)C4(C)CCC5(C)C(CCC5C14C)C(C)C,ZWTQSIHLEYRYLZ-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0070227,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9900623,,,,
S00121,"Hopane-7β,22-diol",OC1CC2C(C)(C)CCCC2(C)C3CCC4C5(C)CCC(C5CCC4(C)C13C)C(O)(C)C,YNIZXMIANPITRJ-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9772329,,,,
S00122,buellin,O=C(OC)C=1C(OC2=C(O)C(Cl)=C(OC)C(Cl)=C2C)=CC(OC)=C(Cl)C1C,OYHGZQVOFWBBGE-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0203681,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1079644/,TRUE,TRUE,FALSE,,10.1021/np9003728,,,,
S00123,Secalonic acid F,O=C1C=2C(O)=C(C=CC2OC3(C(=O)OC)C1=C(O)CC(C)C3O)C4=CC=C5OC6(C(=O)OC)C(C(=O)C5=C4O)=C(O)CC(C)C6O,NFZJAYYORNVZNI-XIBZLVKHSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0152705,,FALSE,TRUE,FALSE,,https://doi.org/10.1021/jo00422a042,,,,
S00124,cladoxanthone A,CC1=CC2=C(C(=C1Cl)O)OC3=C(C=C(C(=C3C2=O)O)Cl)Cl,PPIWDMYQZGYKBN-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0239098,,FALSE,FALSE,FALSE,,https://doi.org/10.1021/acs.jnatprod.2c00353,,,,
S00125,"1,5,8-trihydroxy-3-methylxanthone",CC1=CC2=C(C(=C1)O)C(=O)C3=C(C=CC(=C3O2)O)O,QUYAEOSQFKMXDN-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0158643,,TRUE,FALSE,FALSE,,10.1016/s0031-9422(99)00235-6,,,,
S00126,"1,8-dihydroxy-5-methoxy-3-methylxanthone",CC1=CC2=C(C(=C1)O)C(=O)C3=C(C=CC(=C3O2)OC)O,SNBQFXGZSPRJLG-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0194404,,TRUE,FALSE,FALSE,,10.1016/s0031-9422(99)00235-6,,,,
S00127,"1,8-dihydroxy-3-hydroxymethyl-5-methoxyxanthone",O=C1C2=C(C=C(CO)C=C2O)OC3=C(OC)C=CC(O)=C31,KEDSXBAWYDWKIT-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1515/znc-2000-11-1211,,,,
S00128,Umbilicaxanthoside A,O=C1C2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C2OC4=C(OC)C=C(C(O)=C14)CC=C(C)C,FQFZNUKTSCMCQZ-RSLGMCBOSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0223266,,FALSE,FALSE,FALSE,,https://doi.org/10.1016/S0031-9422(02)00539-3,,,,
S00129,Umbilicaxanthoside B ,O=C1C2=C(O)C(=CC(OC)=C2OC3=C(O)C=C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)C(=C13)CC=C(C)C)CC=C(C)C,YLEGIEQVRCJSJM-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0153821,,TRUE,FALSE,FALSE,,https://doi.org/10.1016/S0031-9422(02)00539-33,,,,
S00130,Hirtusneanoside,O=C1C2=C(O)C(C3=C(O)C=4C(=O)C5=C(O)C(C)C(C)C(O)C5(OC4C=C3C)C(=O)OC)=C(C=C2OC6(C1=C(O)CC(C)C6O)COC7OC(C)C(O)C(O)C7O)C,LHQIFHZZZNSCPS-UHFFFAOYSA-N,,,,,,,,,,,,,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL399308/,TRUE,FALSE,FALSE,,10.1021/np070079m,,,,
S00131,"1,2,8-Trihydroxy-5-methoxy-3-methylxanthone",O=C1C2=C(C=C(C)C(O)=C2O)OC3=C(OC)C=CC(O)=C31,MXEFOHFRMVGWMC-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1515/znc-2000-11-1211,,,,
S00132,Hirtusneanine,CC1CC(=O)C2=C(C3=C(C=C(C(=C3O)C4=C(C5=C(C=C4C)OC6(C(C(C(C(=O)C6=C5O)C)C)O)C(=O)OC)O)C)OC2(C1O)CO)O,MEZQVDOVJZCSEH-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0244283,,TRUE,FALSE,FALSE,,10.1021/np070079m,,,,
S00133,Umbilicaxanthone B,O=C1C2=C(O)C(=CC(OC)=C2OC3=C(O)C=C(O)C(=C13)CC=C(C)C)CC=C(C)C,HNEVVGJOTZRWPZ-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0189552,,TRUE,FALSE,FALSE,,https://doi.org/10.1016/S0031-9422(02)00539-3,,,,
S00134,"2""-O-Methylgyrophoric acid",O=C(OC1=CC(C)=C(C(OC2=CC(C)=C(C(O)=O)C(OC)=C2)=O)C(O)=C1)C3=C(C)C=C(O)C=C3O,MWIVEDXGNCCAQA-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9951761,,,,
S00135,2'-O-Methylhiascic acid,CC1=CC(=CC(=C1C(=O)O)O)OC(=O)C2=C(C=C(C=C2C)OC(=O)C3=C(C(=C(C=C3O)O)O)C)OC,YFQVZURMMMPTAX-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0230785,,FALSE,FALSE,FALSE,,https://doi.org/10.1021/np50070a045,,,,
S00136,5-O-Methylhiascic acid,O=C(O)C1=C(O)C=C(OC(=O)C2=C(O)C=C(OC(=O)C=3C(O)=CC(O)=C(OC)C3C)C=C2C)C=C1C,PCRNIYQGPMXVTF-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0179605,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9772695,,,,
S00137,"2,4-di-o-methylhiascic acid",O=C(OC1=CC(C)=C(C(OC2=CC(C)=C(C(O)=O)C(O)=C2)=O)C(O)=C1)C3=C(C)C(O)=C(OC)C=C3OC,FNTRLYCWIOWBHL-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/C98082,,,,
S00138,"2,5-di-o-methylhiascic acid",O=C(OC1=CC(C)=C(C(OC2=CC(C)=C(C(O)=O)C(O)=C2)=O)C(O)=C1)C3=C(C)C(OC)=C(O)C=C3OC,KOCLGWPZSPKGTH-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/C98082,,,,
S00139,"2,4,5-tri-O-methylhiascic acid",O=C(O)C1=C(O)C=C(OC(=O)C2=C(O)C=C(OC(=O)C=3C(OC)=CC(OC)=C(OC)C3C)C=C2C)C=C1C,IXIBXLAOWWBSTB-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0012107,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9811757,,,,
S00140,"4,5-Di-O-methylhiascic acid",CC1=CC(=CC(=C1C(=O)O)O)OC(=O)C2=C(C=C(C=C2C)OC(=O)C3=C(C(=C(C=C3O)OC)OC)C)O,JJGJURLQFWNLSP-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9762701,,,,
S00141,Normiriquidic acid,O=C(O)C1=C(O)C=C(OC(=O)C=2C(O)=CC(O)=CC2CCC(=O)CC)C=C1CCCCC,KFKDPBHDQRZEBN-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9860791,,,,
S00142,Eumitrin C,CC1CCC2C(=O)C3=C(C=CC(=C3O)C4=C(C5=C(C=C4)OC6(C(C(CC(=O)C6=C5O)C)O)C(=O)OC)O)OC2(C1O)C(=O)OC,WLZKGVGXDJROEG-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1016/j.fitote.2019.104449,,,,
S00143,Eumitrin D,CC1CC(=O)OC1C2(CC(=O)C3=C(O2)C=CC(=C3O)C4=C5C(=C(C=C4C)O)C(=O)C6CCCC(C6(O5)C(=O)OC)OC(=O)C)C(=O)OC,WWKVIWLYLGDPLC-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1016/j.fitote.2019.104449,,,,
S00144,Eumitrin E,C[C@@H]1C[C@](O)(O2)[C@@](C(C(C(O)=C(C(C(C)=C3)=C4O[C@]5([C@@H](CCC[C@]5([H])C(C4=C3O)=O)OC(C)=O)C(OC)=O)C=C6)=C6O7)=O)(O)[C@]7(C2=O)[C@@H]1O,YNXFCFFVOICZFH-NOQKHXLWSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1016/j.fitote.2019.104449,,,,
S00145,4'-O-Methylnorhomosekikaic acid,CCCCCC1=CC(=C(C(=C1C(=O)O)O)OC(=O)C2=C(C=C(C=C2O)O)CCC)OC,CGFRYGDUDNEUQK-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1017/S0024282988000337,,,,
S00146,2-O-Methylsekikaic acid,O=C(O)C1=C(O)C(OC(=O)C=2C(OC)=CC(OC)=CC2CCC)=C(OC)C=C1CCC,FVJZICDDDAWZPV-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.18968/jhbl.67.0_263,,,,https://doi.org/10.1071/CH9782745
S00147,Methyl homosekikate,O=C(OC=1C(O)=C(C(=O)OC)C(=CC1OC)CCCCC)C2=C(O)C=C(OC)C=C2CCC,BQVVGYRQMMYUCI-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0161256,,FALSE,TRUE,FALSE,,https://doi.org/10.1016/j.phytol.2014.12.003,,,,
S00148,Hyperhomosekikaic acid,O=C(O)C1=C(O)C(OC(=O)C2=C(O)C=C(OC)C=C2CCCCC)=C(OC)C=C1CCCCC,ISVLXQOQLXQPGU-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.2307/3242681,,,,
S00149,5-Hydroxysekikaic acid,CCCC1=CC(OC)=C(OC(C2=C(O)C=C(OC)C(O)=C2CCC)=O)C(O)=C1C(O)=O,HGHMNHPPVQGPDW-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,DOI: 10.1055/s-0033-1350711,,,,
S00150,5-chlorosekikaic acid,O=C(O)C1=C(O)C(OC(=O)C2=C(O)C=C(OC)C(Cl)=C2CCC)=C(OC)C=C1CCC,GTVJWAJVFIOHHM-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://journals.sagepub.com/doi/pdf/10.1177/1934578X0900400717,no doi,,,
S00151,4'-O-methylnorsekikaic acid,CCCC1=CC(=C(C(=C1C(=O)O)O)OC(=O)C2=C(C=C(C=C2O)O)CCC)OC,DMDOBFFDDKYHES-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0127926,,FALSE,FALSE,FALSE,,https://agris.fao.org/agris-search/search.do?recordID=US201302110732,no doi,,,
S00152,Subpaludosic acid   ,O=C(O)C1=C(O)C(OC(=O)C=2C(OC)=CC(O)=CC2CCC)=C(O)C=C1CCC,QCYWFLSSYDZMGC-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.2307/3242681,,,,
S00153,Methyl 3'-methyllecanorate,CC1=CC(O)=CC(O)=C1C(OC2=C(C)C(O)=C(C(OC)=O)C(C)=C2)=O,NVVOMYVYWQDIFF-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1002/hlca.19790620310,,,,
S00154,2'-O-Methylnorbarbatic acid,O=C(OC1=C(C)C(C(O)=O)=C(OC)C(C)=C1)C2=C(C)C=C(O)C(C)=C2O,KFFPWRLEFNOMLS-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9900191,,,,
S00155,Methyl 5-chloro-4-O-demethylbarbatate,O=C(OC1=C(C)C(C(OC)=O)=C(O)C(C)=C1)C2=C(C)C(Cl)=C(O)C(C)=C2O,BJHASFGNSHAWKV-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9871581,,,,
S00156,decarboxyalectoronic acid,O=C1OC2=CC(O)=CC(=C2OC3=CC(O)=CC(=C13)CC(=O)CCCCC)CC(=O)CCCCC,HMZRAYILENWXEP-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0136995,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9961175,,,,
S00157,2'-O-Methylphenarctin,O=CC=1C(O)=C(C=O)C(=C(C(=O)OC=2C(=C(OC)C(C(=O)OC)=C(C2C)C)C)C1O)C,UQQVHPPJLNOECY-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0208746,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9872023,,,,
S00158,4-Dechloro-8-O-methylthiomelin,O=C1C=2C(OC3=C(OC)C(=CC(OC)=C13)C)=CC=C(Cl)C2O,WALGTXKIVNMFQE-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9871169,,,,
S00159,2-Dechloro-8-O-methylthiomelin ,O=C1C=2C(O)=CC=C(Cl)C2OC3=C(OC)C(=CC(OC)=C13)C,SWHQOGSBEAKAGP-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9871169,,,,
S00160,2-Dechlorothiomelin,O=C1C=2C(O)=CC=C(Cl)C2OC3=C(OC)C(=CC(O)=C13)C,HTHXWUNCBPQPCS-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9930095,,,,
S00161,Conphysodalic acid,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3COC(=O)C)O)C(=O)O)C)CO)O ,ADGOFPAXWRMONQ-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0233999,,TRUE,FALSE,TRUE,,https://doi.org/10.1071/CH9870417,,,,
S00162,Vinapraesorediosic acid D,O=C(C1=C(C)C(OC1CCCCCCCCCCCCCCCC(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C)=O)O,OAEOHWUPZZHDCF-KRFFDIAWSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1016/j.phytol.2020.11.001,,,,
S00163,Vinapraesorediosic acid E,OC1=C(COC)C(OC)=CC(C(O)=O)=C1C(OCC)=O,TUAXSMUORZKBSL-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1016/j.phytol.2020.11.001,,,,
S00164,6-Methyl vinapraesorediosate A,O=C(OC)C1=C(C(=O)OC1CCCCCCCCCCCCCCCC(=O)C)C,VCBGOXBDQCHPAQ-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,http://www.acgpubs.org/doc/2018080610483641-RNP-1503-054.pdf,no doi,,,
S00165,6-Methyl praesorediosate,O=C(OC)C1=C(C(=O)OC1CCCCCCCCCCCCCCC(=O)O)C,GMGGVZQZCXPPGQ-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,http://www.acgpubs.org/doc/2018080610483641-RNP-1503-054.pdf,no doi,,,
S00166,2'-O-Methylstenosporic acid,O=C(O)C=1C(OC)=CC(OC(=O)C2=C(O)C=C(OC)C=C2CCC)=CC1CCCCC,RIOPQPXWFXGZBM-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.2307/3244300,,,,
S00167,2-O-Methylnorstenosporic acid,O=C(C1=C(CCC)C=C(O)C=C1OC)OC2=CC(CCCCC)=C(C(O)=O)C(O)=C2,KSPVZTCFCVGQMH-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9911487,,,,
S00168,Chlorophyllopsorin,O=CC1=C(Cl)C(OC)=C(C=2OC(=O)C3=C(OC21)C(C=O)=C(O)C(Cl)=C3C)C,JHWGPZNTALJDRQ-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0148182,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9901953,,,,
S00169,Methyl 2-O-methyleriodermate,O=C(OC1=C(C)C(C)=C(C(OC)=O)C(O)=C1C)C2=C(C)C(Cl)=C(O)C(C)=C2OC,VKNWRQWOWXLHNW-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9871581,,,,
S00170,Methyl 4-O-methyleriodermate,O=C(OC1=C(C)C(C)=C(C(OC)=O)C(O)=C1C)C2=C(C)C(Cl)=C(OC)C(C)=C2O,ZTOKFCJAGRAWHH-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9871581,,,,
S00171,Methyl 2'-O-methyleriodermate,O=C(OC=1C(=C(OC)C(C(=O)OC)=C(C1C)C)C)C2=C(O)C(=C(O)C(Cl)=C2C)C,MMOXVSMGSYNLDI-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9871581,,,,
S00172,pseudodepsidone 1- sphaeridone A?,O=C1OC2=CC(O)=C(C(O)=O)C(CCCCC)=C2OC3=C1C(C(CCCC)=O)=CC(OC)=C3,JHEWMLHQNRHTQX-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0164103,,FALSE,FALSE,FALSE,,http://dx.doi.org/10.1038/ja.2013.41,,,,
S00173,pseudodepsidone 2 sphaeridone B?,OC(C1=C(CCCCC)C(OC2=C(C(O/C3=C\CCC)=O)C3=CC(OC)=C2)=C(O)C=C1O)=O,PWMMLSCJIRIVAT-GRSHGNNSSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,http://dx.doi.org/10.1038/ja.2013.41,,,,
S00174,Loxodellonic acid,OC1=CC2=C(C(CCC)=C1C(O)=O)OC3=C(C(O2)=O)C(CC(CCC)=O)=CC(OC)=C3,BPLOIYJGDMQIBX-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0000722,,FALSE,FALSE,FALSE,,https://doi.org/10.1071/CH9872031,,,,
S00175,Loxodellic acid,O=C(OC1=CC(O)=C(C(O)=O)C(CCC)=C1)C2=C(O)C=C(OC)C=C2CCC(CCC)=O,FMQUWLRYXQRAHZ-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.2307/3241864,,,,
S00176,4-O-Demethyldivaricatic acid   ,O=C(OC1=CC(CCCCC)=C(C(O)=O)C(O)=C1)C2=C(CC(CCCCC)=O)C=C(OC)C=C2O,IMAXTTZXSCQDOM-UHFFFAOYSA-N,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,https://doi.org/10.2307/3242518,,,,
S00177,7-Chloro-1-O-methylemodin,O=C1C2=CC(O)=C(Cl)C(O)=C2C(=O)C3=C(OC)C=C(C=C13)C,CLRXTBMRGOWHGZ-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0175726,,FALSE,FALSE,FALSE,,https://doi.org/10.1017/S0024282987000239,,,,
S00178,5-chloro-1-o-methylemodin,CC1=CC2=C(C(=C1)OC)C(=O)C3=C(C2=O)C(=C(C=C3O)O)Cl,WBJKPIHXBXZBEE-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0037915,,FALSE,FALSE,FALSE,,10.14288/1.0088040,,,,
S00179,6-Hydroxymethyleugenitin,COC1=C(CO)C(O)=C2C(=O)C=C(C)OC2=C1,NDYIQSCPWYVZEJ-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0219048,,FALSE,FALSE,TRUE,,https://agris.fao.org/agris-search/search.do?recordID=US201302273130,no doi,,,
S00180,Dechlorodiploicin,O=C1OC2=C(Cl)C(OC)=C(Cl)C(=C2OC3=CC(O)=C(Cl)C(=C13)C)C,LSRZUHYIVQJJRO-UHFFFAOYSA-N,,,,,,,,,,,,https://lotus.naturalproducts.net/compound/lotus_id/LTS0205018,,FALSE,FALSE,FALSE,,https://doi.org/10.1039/C39780001041,,,,
